-4.871481575755666760e-01 3.809734767420893536e-02 -2.809740805880206471e-01 -4.090088175223264844e-01 2.847203531768020546e-01 5.736874441857400253e-01 1.852263511136195417e-01 7.158486742092431410e-01 7.199244071971222514e-01 2.579140351023035960e-01 2.210133604535659546e-01 -6.626136349090071265e-02 -2.435267959318912767e-01 -1.166770260339165644e+00 1.400341026208266615e-01 -1.445525804467699404e-01 -9.607296270787034631e-01
3.297475697604220213e-01 8.495159515441115250e-01 4.558555897861654160e-01 -2.259224334750082885e-01 1.004483525825825119e+00 -4.380022301666437468e-01 5.742772975002203850e-01 -7.069246918446486783e-01 4.502420750431477270e-01 -2.768667335755336523e-01 -4.561927927273482508e-01 2.998546479686056698e-02 -2.159412111781261467e-01 -8.510403137212992908e-01 -1.923699755285636637e-01 -3.987772112004854264e-01 7.418607195963424772e-01
-1.654616492374220635e-04 -4.481496780983454942e-01 -2.749429791734985581e-03 -2.558949924014600197e-01 -2.777096818539852574e-01 -2.332610905492280562e-01 5.046734340145666575e-01 3.847975295523681227e-01 -9.074295742937690812e-02 2.359734425654792800e-01 3.903079867554716254e-01 4.768585217934958598e-01 5.252432586489687028e-01 7.872129671311945548e-03 1.108276721266427511e+00 4.661032234153582587e-01 1.929857954526791874e-01
1.064306397689825795e-01 6.449891484746037018e-02 -4.532420035993306451e-01 6.492521965935326156e-01 -1.220725809108411664e-01 7.428465345281967114e-01 8.867412315350345908e-01 6.425208165538399685e-01 -4.676844339684758101e-01 -3.629910071850822595e-02 -4.591505679705459864e-01 1.712284116954094493e-01 -3.321262155838221597e-01 1.242285447456824343e+00 -8.126112751449674487e-01 9.416156778732729382e-01 -6.640542447877788301e-02
1.809110461611254939e-01 -2.531987989824864838e-01 -1.485109750336619482e-02 3.679199617438589365e-01 1.021244286975564020e+00 -4.698319671498799727e-02 -5.228092977906503326e-03 3.006992514352304080e-01 8.963773422655262335e-01 2.957266927826663339e-01 5.640021051835067967e-01 -3.453879520222742638e-02 1.368908055033865034e-01 -6.447939282572454078e-02 -1.535601709455065335e-02 3.501804651998388640e-01 -3.142833510458542534e-01
-3.962105228384430466e-01 -1.922994288059006948e-02 9.000272886227835833e-01 -8.136750781177723435e-02 7.942266136807751842e-01 1.432566348124311995e-01 -4.447473479836819288e-01 8.859602356758774500e-01 -1.239569722623386633e-01 3.651117194811847044e-01 -6.304975461635424772e-01 -4.399410508648819440e-01 -4.210476973411279022e-01 1.041595895196272270e+00 -3.248971172898103971e-02 1.531888928373409953e-01 1.675338425564675826e-01
3.874546427448644637e-01 -1.557844890078652622e-01 3.225717178634661675e-01 1.987713445159110526e-01 8.887760859704967320e-01 -8.365906688324178386e-01 8.865339521073983819e-02 3.656047549683633102e-01 -8.491944198401005228e-02 -2.013429826397857836e-01 3.950751019378337947e-01 -6.720641464716646807e-01 -6.931234310099527729e-01 4.443985792784223565e-01 -7.335334179466164450e-02 2.637519906229421340e-02 -1.358438642705112886e-01
2.337139568769738829e-01 -4.850092560634922112e-01 3.576700781821062214e-01 -1.733112841812626259e-01 -1.483580008864040329e-03 -1.123795275708934505e-01 4.001280919499003441e-02 7.078602776439245625e-01 -4.660714655943167251e-01 9.199116873760907476e-01 -4.165559631219961645e-01 -5.511210237970542991e-01 4.691329324414435578e-03 8.864618516908808754e-01 4.150104030379789255e-01 -6.486534898904937618e-01 -1.567724370835485159e-01
3.652533723764480045e-01 4.944855940204263001e-01 -2.174141212129707679e-01 2.303319114889965102e-01 -6.607122906787206151e-01 -8.431828090659360120e-01 1.680354202986147558e-02 4.062182089537411112e-01 7.335376161263452710e-01 4.450345300955115269e-01 6.509074139179026330e-01 -2.984402271561040765e-01 4.386651841009019948e-01 -8.009418852961437407e-01 -1.721657412287661282e-01 2.340472811944693809e-01 -1.598578734926759282e+00
-4.760929738867360483e-01 -7.649216592235126289e-01 -2.265961956855004900e-01 2.035685552565846476e-02 -2.493019701838125879e-01 -3.368959892998528161e-01 -1.061501494175907556e+00 5.569778457824636764e-01 -3.712965810917311371e-01 3.575271630592473104e-01 -4.186028864286565621e-01 2.118528651886008307e-01 9.333270496696254304e-01 -1.026993997619922022e-01 -1.745634430367881962e-01 7.670882532760349148e-01 6.696268552588406919e-01
